gene,1054_0003_Control,1054_0004_Control,1054_0005_Control,1054_0006_Control,1054_0014_Control,1054_0020_Control,1054_0021_Control,1054_0022_Control,1054_0025_Control,1054_0027_Control,1054_0028_Control,1068_0002_Control,1068_0003_Control,1068_0004_Control,1068_0005_Control,1068_0012_Control,1068_0013_Control,1068_0018_Control,1068_0019_Control,1068_0020_Control,1068_0023_Control,1068_0024_Control,1068_0025_Control
ENSMUSG00000001039_B9d1,32.65,54.1,63.41,56.36,64.02,20.479999999999997,38.71,29.14,36.06,51.94,40.07,61.92,52.63,66.89,43.13,72.22,56.2,36.14,46.63,60.75,68.91000000000001,71.14,74.03
ENSMUSG00000001052_Sec24b,9.18,4.28,13.44,5.63,2.07,7.859999999999999,6.46,9.43,14.77,2.6,3.19,8.02,4.6899999999999995,8.739999999999998,12.65,4.31,4.970000000000001,3.8499999999999996,7,6.31,5.75,3.7,10.75
ENSMUSG00000001053_N4bp3,9.49,3.07,7.06,0.93,1.82,1.6,5.03,3.11,3.27,10.229999999999999,5,2.42,1.74,0.07,1.6900000000000002,0,4.22,6.2700000000000005,5.73,0,0.7,2.8,0.36
ENSMUSG00000001054_Rmnd5b,70.71000000000001,44.879999999999995,47.720000000000006,70.07,64.04,38.37,32.449999999999996,57.8,56.74,40,67.86,47.17,69.16999999999999,76.16,69.3,69.22,58.98,60.97,52.68,46.91,65,67.23,47.71
ENSMUSG00000001056_Nhp2,245.41,247.72,234.60999999999999,258.71999999999997,245.82000000000002,200.06,214.73999999999998,251.09,237.7,301.66,263.09,265.27,297.2,229.96,217.98000000000002,260.69,201.69,224.07,237.43,246.32000000000002,271.3,222.33,221.26999999999998
ENSMUSG00000001062_Vps9d1,17.439999999999998,19.97,14.229999999999999,15.05,5.59,5.53,6.359999999999999,21.62,8.59,17.01,11.739999999999998,14.229999999999999,17.71,14.78,8.18,9.17,17.830000000000002,30.759999999999998,22.439999999999998,10.34,12.01,16.56,5.37
ENSMUSG00000001065_Zfp276,4.02,1.44,2.52,1.95,1.74,2.01,3.9699999999999998,6.1899999999999995,2.1,0.37,1.36,4.59,5,3.9,2.64,3.64,3.52,3.82,3.8699999999999997,8.76,2.32,0.7899999999999999,1.35
ENSMUSG00000001082_Mfsd10,28.2,45.790000000000006,147.92000000000002,21.130000000000003,21.77,35.08,36.13,23.24,27.1,33.94,18.8,32.220000000000006,56.52,21.69,6.25,32.449999999999996,55.730000000000004,50.760000000000005,36.99,39.83,46.74,53.849999999999994,20.72
ENSMUSG00000001089_Luzp1,45.15,49.67,34.37,46.74,45,52.47,76.36,49.46,34.4,45.6,21.130000000000003,55.59,44.61,77.14999999999999,68.82,49.63,39.190000000000005,34.86,85.84,58.39,49.379999999999995,40.91,44.54
ENSMUSG00000001098_Kctd10,10.7,3.77,11.39,8.38,8.42,11.4,1.1500000000000001,7.14,10.219999999999999,4.2700000000000005,4.75,7.25,12.83,14.32,6.819999999999999,3.12,21.89,7.1499999999999995,10.83,8.34,10.97,7.29,7.430000000000001
ENSMUSG00000001100_Poldip2,85.99000000000001,84.16,49.449999999999996,61.620000000000005,62.05,71.22,67.7,96.79,82.27,51.82,40.41,89.63,84.3,80.06,65.61999999999999,60.17,87.14999999999999,115.03,85.26,81.09,69.11,77.23,57.44
ENSMUSG00000001105_Ift20,247.32000000000002,234.9,270.38,237.38000000000002,248.53,207.08,207.39000000000001,262.18,254.05,242.32000000000002,189.20999999999998,187.01,200.34,196.56,133.95000000000002,241.25,207.20999999999998,189.26999999999998,179.2,194.31,169.51,168.75,209.12
ENSMUSG00000001119_Col6a1,1.33,0,1.85,0.06,0.06,0.59,0,4.64,0,0,0,3.53,5.24,3.11,4.01,7.619999999999999,8.850000000000001,16.919999999999998,8.09,10.65,4.92,7.99,3.4299999999999997
ENSMUSG00000001120_Pcbp3,35.14,31.6,25.85,24.29,36.220000000000006,41.4,27.41,24.35,37.17,54.42,37.11,25.36,28.89,23.91,18.49,29.959999999999997,26.650000000000002,30.150000000000002,31.27,27.830000000000002,32.49,23.69,23.68
ENSMUSG00000001127_Araf,172.62,173.51,148.92000000000002,178.18,164.81,206.23999999999998,124.24000000000001,189.26,136.73,141.06,161.19,217.05,192.53,172.03,200.04,161.92000000000002,213.05,151.36,121.05,158.22,188.7,170.68,209.12
ENSMUSG00000001128_Cfp,5.25,6.58,4.45,3.16,1.23,5.87,3.73,1.82,5.930000000000001,4.6,2.12,3.08,3.74,0,5.7,9.850000000000001,3.92,12.01,1.74,4.09,6.7700000000000005,3.4099999999999997,1.43
ENSMUSG00000001134_Uxt,28.59,11.77,14.739999999999998,28.68,23.779999999999998,6.609999999999999,8.91,20.05,18.27,16.75,18.830000000000002,37.449999999999996,44.879999999999995,36.94,35.49,12.67,26.02,25.99,29.439999999999998,20.130000000000003,28.810000000000002,46.7,22.29
ENSMUSG00000001138_Cnnm3,2.29,0.7799999999999999,2.4499999999999997,3.86,2.13,1.57,4.49,3.51,0.09,2.38,0.8700000000000001,0.6699999999999999,1.23,1.52,2.22,0.26,2.8099999999999996,2.21,0.89,1.99,2.58,5.05,2.4099999999999997
ENSMUSG00000001143_Lman2l,23.75,32.14,20.35,24.24,14.02,31.43,5.1899999999999995,36.09,9.67,7.71,4.08,25.22,36.75,31.51,32.849999999999994,16.1,38.7,53.32,42.18,33.760000000000005,28.32,23.01,25.939999999999998
ENSMUSG00000001150_Mcm3ap,4.109999999999999,4.01,4.1,2.65,4.84,3.61,3.4099999999999997,2.98,4.1,2.7800000000000002,2.66,2.3299999999999996,2.34,2.74,3.04,1.6400000000000001,2.59,2.06,2.94,3.23,3.77,6.79,3.4099999999999997
ENSMUSG00000001151_Pcnt,1.84,1.49,1.1800000000000002,1.91,3.5,1.35,1.1,0.73,0.9500000000000001,1.6800000000000002,3.18,0.93,1.44,1.6400000000000001,2.57,1.34,2.53,3.51,2.3099999999999996,2.44,1.55,1.29,1.08
ENSMUSG00000001156_Mxd1,5.109999999999999,0.51,1.4,2.48,2.1,3.04,0.99,2.2,1.78,6.01,1.57,0.93,3.9499999999999997,0.58,6.1899999999999995,1.81,2.4,2.56,1.62,2.69,1.6400000000000001,1.73,3.73
ENSMUSG00000001157_Gmcl1,9.26,15.139999999999999,8.39,6.159999999999999,6.98,15.65,7.74,13.7,20.919999999999998,14.88,5.75,13.55,11.38,8.51,14.92,11.4,12.34,20.72,10.77,7.819999999999999,10.46,9.69,7.29
ENSMUSG00000001158_Snrnp27,260.68,266.38,234.18,255.35000000000002,281.77,278.24,306.19,283.6,218.36,257.55,233.95000000000002,231.07,254.07,196.47,250.85000000000002,228.66,219.03,247.93,221.41,198.72,274.65000000000003,227.19,236.41
ENSMUSG00000001173_Ocrl,14.53,7.21,7.75,9.860000000000001,8.16,14.18,5.08,5.52,5.59,4.14,8.870000000000001,8.03,9.18,5.14,7.430000000000001,3.75,7.53,22.8,16.37,11.88,8.57,10.91,10.08
ENSMUSG00000001175_Calm1,5129.1900000000005,4920.360000000001,4572.34,4659.1,5132.160000000001,4883.85,5719.110000000001,4444.120000000001,5212.33,5324.23,5009.53,5853.6,6430.91,6696.35,6754.29,4793.7699999999995,5497.96,5563.56,6751.860000000001,5853.8,6447.429999999999,6465.53,7042.74
ENSMUSG00000001211_Agpat3,50.7,48.17,45.7,40.67,34.6,37.43,58.05,41.720000000000006,43.63,49.18,31.86,57.97,55.77,46.4,31.3,32.59,51.5,63.15,57.74,63.44,40.41,38.06,82
ENSMUSG00000001227_Sema6b,15.370000000000001,12.950000000000001,12.719999999999999,11.639999999999999,16.51,20.79,20.439999999999998,16.64,14.08,13.93,18.27,13.07,13.739999999999998,11.79,10.76,14,9.9,11.98,18.610000000000003,17.74,16.32,13.52,17.62
ENSMUSG00000001229_Dpp9,15.52,15.09,8.66,9.96,9.88,10.850000000000001,6.98,6.430000000000001,11.82,10.93,16.2,7.67,9.02,6.1499999999999995,7.859999999999999,10.3,8.629999999999999,18.29,15.58,9.62,15.139999999999999,11.05,8.39
ENSMUSG00000001240_Ramp2,42.94,44.93,50.220000000000006,35.42,35.879999999999995,31.89,57.48,35.449999999999996,33.730000000000004,35.67,52.15,87.88,63.48,67.41000000000001,59.87,99.91000000000001,88.94000000000001,106.58,111.66999999999999,78.29,92.75,75.53,70.69
ENSMUSG00000001248_Gramd1a,38.65,21.21,33.64,25.91,21.12,18.06,13.31,29.07,36.14,19.479999999999997,39.620000000000005,36.33,32.809999999999995,32.97,21.779999999999998,43.94,24,44.07,25.51,29.58,24.04,22.72,34.63
ENSMUSG00000001260_Gabrg1,2.9,1.98,3.8099999999999996,2.53,5.87,6.07,3.9299999999999997,3.32,3.96,6.6899999999999995,1.04,4.83,6.2700000000000005,4.46,1.28,6.4,4.91,11.17,3.9,5.159999999999999,4.04,3.16,1.1700000000000002
ENSMUSG00000001270_Ckb,1201.06,1141.6799999999998,1268.45,1142.62,989.7800000000001,991.9399999999999,1002.92,1438.1899999999998,1259.77,1144.53,1207.7,1193.95,1091.77,1422.97,817.1700000000001,1121.05,1383.1399999999999,1362.52,1049.6299999999999,1074.9,1300.09,1019.24,1237.62
ENSMUSG00000001280_Sp1,0.65,0,0.41000000000000003,0.03,1.04,0.33999999999999997,1.1,0,2.58,1.57,0.03,0.58,2.3299999999999996,0.43000000000000005,1.07,0,0.37,0.97,0.9500000000000001,1.6700000000000002,1.32,0.44,0.23
ENSMUSG00000001285_Myg1,32.25,48.21,43.230000000000004,64,58.25,55.03,61.120000000000005,58.1,43.67,30.82,52.61,62.839999999999996,62.230000000000004,59.620000000000005,63.36,22.54,53.53,104.81,68,75.66,52.99,58.59,50.68
ENSMUSG00000001288_Rarg,3.72,0.41000000000000003,1.44,0.98,0.43000000000000005,0.8,0,0.8600000000000001,0.09,4.35,0,0.8700000000000001,0.88,0.32,0.9,0.98,0.6799999999999999,1.11,0.23,2.67,1.6300000000000001,0.2,0.46
ENSMUSG00000001289_Pfdn5,376.53,368.28,336.18,413.04,382.45,418.35,370.28,355.67,326,422.92999999999995,421.05,363.91999999999996,416.8,349.56,408.46,239.14,370.97999999999996,230.98000000000002,385.15000000000003,391.64000000000004,313.7,343.95,308.78
ENSMUSG00000001300_Efnb2,3.66,4.25,2.77,2.9899999999999998,4.159999999999999,2.18,4.71,1.45,2.12,4.89,2.4499999999999997,5.13,3.19,1.58,3.15,3.8,5.63,3.34,0.6599999999999999,2.36,1.6800000000000002,4.2700000000000005,5.819999999999999
ENSMUSG00000001305_Rrp15,14.66,15.11,5.98,26.19,26.64,23.03,38.41,12.47,29.919999999999998,18.08,10.03,19.22,25.84,19.810000000000002,22.34,11.3,29.14,19.01,15.88,21.74,15.9,19.1,29.52
ENSMUSG00000001313_Rnd2,22.27,17.34,21.99,19.16,22.91,23.45,19.419999999999998,35.2,23.02,23.64,22.19,29.03,47.58,31.979999999999997,8.629999999999999,35.949999999999996,41.98,25.7,34.790000000000006,35.09,33.1,34.53,14.92
ENSMUSG00000001323_Srr,36.04,44.660000000000004,33.28,39.24,26.150000000000002,39.620000000000005,18.130000000000003,23.439999999999998,44.89,23.6,33,33.290000000000006,30.7,25.759999999999998,31.62,15.44,26.3,25.259999999999998,29.150000000000002,26.27,27.39,33.949999999999996,42.9
ENSMUSG00000001334_Fndc5,23.459999999999997,27.72,20.959999999999997,20.5,16.47,17.53,16,19.6,16.99,17.36,14.209999999999999,11.77,7.81,7.9,8.1,5.75,13.65,2.68,8.93,9.89,5.930000000000001,7.8,7.659999999999999
ENSMUSG00000001366_Fbxo9,79.56,65.63,54.18,50.24,56.309999999999995,46.230000000000004,56.98,56.46,35.690000000000005,58.41,36.37,52.44,66.54,57.339999999999996,37.39,69.75,72.3,75.09,66.13,66.7,54.89,55.160000000000004,44.730000000000004
ENSMUSG00000001376_Vps50,20.17,26.01,24.85,32.449999999999996,28.32,30.93,27.259999999999998,18.759999999999998,12.129999999999999,16.89,18.22,25.99,34.57,27.38,29.759999999999998,15.229999999999999,26.919999999999998,53.379999999999995,37.58,28.02,21.93,28.479999999999997,30.73
ENSMUSG00000001380_Hars,75.67999999999999,51.27,57.78,58.3,54.57,37.25,58.21,72.64,78.58,83.43,49.879999999999995,55.730000000000004,58.660000000000004,37.25,44.24,59.2,59.01,48.55,48.58,58.220000000000006,49.25,47.07,68.07
ENSMUSG00000001383_Zmat2,217.09,211.15,142.81,177.60999999999999,176.08,164.56,179.94,116.49000000000001,188.82000000000002,149.23999999999998,153.1,170.33,171.32000000000002,146.55,151.53,169.04,166.20999999999998,153.03,171.26,187.85000000000002,173.83,154.66,157.59
ENSMUSG00000001415_Smg5,6.78,11.629999999999999,4.81,4.4,7.99,10.78,3.66,7.85,5.76,5.42,7.07,7.13,3.3699999999999997,5.02,8.239999999999998,4.52,6.430000000000001,13.239999999999998,5.26,6.54,5.75,5.430000000000001,8.2
ENSMUSG00000001416_Cct3,163.15,141.7,155.09,175.14,133.02,197.46,101.74000000000001,148.95000000000002,149.96,103.08,94.13,148.31,110.2,124.63,139.4,129.37,151.65,135.52,144.55,125.86999999999999,159.18,140.48000000000002,125.33
ENSMUSG00000001418_Glmp,75.06,79.98,41.9,100.98,86.61,77.43,135.93,92.66999999999999,74.22,88.01,96.29,73.61,72.52,56.07,84.48,87.45,86.52,76.74000000000001,88.19,69.21000000000001,60.190000000000005,73.28,85.51
ENSMUSG00000001419_Mef2d,22.959999999999997,24.74,15.88,13.75,15.19,11.229999999999999,15.19,14.719999999999999,21.759999999999998,25.1,12.06,8.739999999999998,22.150000000000002,12.860000000000001,10.88,11.17,14.229999999999999,21,18.830000000000002,19.59,13.56,11.69,18.35
ENSMUSG00000001424_Snd1,23.22,13.58,10.129999999999999,13.51,8.04,9.370000000000001,9.96,16.69,9.450000000000001,12.870000000000001,8.729999999999999,10.5,9.25,18.19,15.3,8.97,15.29,5.7,8.06,11.02,12.18,13.729999999999999,9.229999999999999
ENSMUSG00000001436_Slc19a1,16.62,5.109999999999999,14.9,2.66,0,3.15,0.27,11,1.6300000000000001,1.82,15.67,12.370000000000001,13.350000000000001,11.219999999999999,15.29,5.45,19.1,15.139999999999999,15.15,19.62,10.04,13.709999999999999,4.52
ENSMUSG00000001440_Kpnb1,13.68,8.43,9.79,8.2,10.629999999999999,11.57,14.99,7.22,12.89,15.94,12.4,9,9.94,9.04,9.860000000000001,10.739999999999998,7.51,6.119999999999999,11.89,14.41,9.5,7.76,10.75
ENSMUSG00000001441_Npepps,54.949999999999996,31.459999999999997,40.77,28.06,35.1,19.91,19.650000000000002,20.439999999999998,19.18,72.14999999999999,86.92,40.57,39.379999999999995,41.47,36.06,24.39,48.18,75.28,75.27,57.220000000000006,45.309999999999995,45.730000000000004,52.59
ENSMUSG00000001445_Mrpl10,50.02,34.2,50.78,71.26,41.18,34.07,29.2,71.36,68.41000000000001,48.160000000000004,43.17,60.5,53.14,58.57,42.6,49.54,52.77,63.93,59.27,63.68,60.78,54.2,38.839999999999996
ENSMUSG00000001467_Cyp51,15.19,7.4,8.57,9.05,10.450000000000001,14.47,2.9099999999999997,16.87,10.17,5.78,10.4,10.129999999999999,10.870000000000001,13.29,11.860000000000001,4.5,11.49,12.04,10.7,11.28,6.67,9.08,9.01
ENSMUSG00000001472_Tcf25,210.31,200.38000000000002,157.70999999999998,169.29,156.99,174.25,180.15,185.12,169.64,173.76,173.4,189.58,179.1,173.72,137.75,184.44,183.03,228.5,219.45000000000002,187.99,181.85000000000002,204.64,239.57
ENSMUSG00000001482_Def8,3.9299999999999997,1.55,4.619999999999999,9.6,1.04,4.42,3.8099999999999996,3.51,3.42,8.8,8.639999999999999,3.3899999999999997,4.49,4.64,2.8299999999999996,0.71,7.18,2.9499999999999997,5.2700000000000005,5.659999999999999,7.45,6.54,7.6499999999999995
ENSMUSG00000001507_Itga3,2.3899999999999997,1.3,0.59,2.01,1.45,1.81,0.56,1.96,1.79,2.51,0.06,0.9500000000000001,2.23,1.58,0.21000000000000002,4.59,0.58,0.37,0.9400000000000001,1.95,2.24,1.79,1.51
ENSMUSG00000001518_Itfg2,4.44,5.54,3.92,4.49,0.93,16.110000000000003,8.93,6.159999999999999,3.8099999999999996,7.930000000000001,4.25,4.3,4.33,7.42,11.5,3.66,3.7,25.19,8.55,8.739999999999998,6.4,4.79,5.34
ENSMUSG00000001520_Nrip2,11.239999999999998,38.54,11.03,9.739999999999998,6.609999999999999,17.58,1.58,6.9,12.91,5.35,7.06,9.82,11.870000000000001,6.81,3.94,6.87,16.36,14.9,16.919999999999998,11.02,6.79,11.360000000000001,15.77
ENSMUSG00000001521_Tulp3,4.49,2.58,1.71,0.42000000000000004,0.8200000000000001,0.36,2.4699999999999998,2.44,0.31,2.84,2.8299999999999996,2.96,0.55,2.21,5.52,11.05,0.8500000000000001,1.26,0.6699999999999999,2.48,0.64,2.65,7.2700000000000005
ENSMUSG00000001524_Gtf2h4,21.85,43.14,38.91,28.1,12.76,12.66,26.55,22.54,12.12,5.2,5.26,24.85,21.4,16.439999999999998,9.229999999999999,23.01,18.9,12.209999999999999,21.99,12.3,26.05,23.279999999999998,17.34
ENSMUSG00000001525_Tubb5,232.46,200.67,201.76,222.19,191.51,214.29,187.57,249.46,201.96,221.28,281.19,226.67,158,199.08,200.15,171.28,196.98000000000002,243.75,198.35000000000002,216.8,235.04,219.7,209.36
ENSMUSG00000001542_Ell2,11,7.06,6.7700000000000005,4.39,5.18,7.5,15.17,11.360000000000001,4.1499999999999995,4.1499999999999995,6.609999999999999,3.07,1.6300000000000001,2.06,1.53,0.71,4.34,0.11,2.21,1.3,2.17,2.53,4.56
ENSMUSG00000001552_Jup,5.01,6.8,4.18,0.99,2.54,3.82,2.16,2.4899999999999998,5.73,3.25,2.08,3.53,0.44,1.73,1.62,2.82,6.359999999999999,14.89,4.55,4.05,5.79,3.13,1.43
ENSMUSG00000001569_Nom1,3.7600000000000002,3.17,1.59,1.3,0.91,3.1,0.89,0.89,2.73,4.48,1.44,1.76,8.97,1.8800000000000001,3.67,0.23,3.4,7.5,3.36,3.86,3.3499999999999996,3.5,7.89
ENSMUSG00000001576_Ergic1,21.27,11.31,12.98,19.02,5.22,10.04,19.21,9.01,15.709999999999999,34.05,23.8,28.38,23.459999999999997,26.02,10.55,28.08,20.9,15.62,20.459999999999997,24.77,23.68,34.41,29.67
ENSMUSG00000001627_Ifrd1,34.87,39.51,33.06,53.33,47.1,80.4,69.45,42.8,61.160000000000004,35.33,46.339999999999996,41.71,34.190000000000005,45.1,51.36,36.75,48.949999999999996,60.290000000000006,41.02,60.63,39.18,36.78,27.08
ENSMUSG00000001630_Stk38l,3.16,1.75,2.32,3.3699999999999997,1.7,2.9,3.96,1.76,0.47000000000000003,2.51,6.26,3.54,0.43000000000000005,3.98,2.46,0.04,5.06,0.16,2.05,1.76,2.13,1.23,1.6400000000000001
ENSMUSG00000001632_Brpf1,2.94,3.86,4.09,2.72,6.04,3.3899999999999997,1.58,2.21,2.46,4.930000000000001,1.85,3.12,4.94,1.54,4.73,0.69,2.8299999999999996,3.63,5.1899999999999995,3.88,3.01,2.72,5.33
ENSMUSG00000001642_Akr1b3,59.37,67.48,57.730000000000004,75.23,45.21,59.220000000000006,43.87,59.71,84.94000000000001,57.949999999999996,57.52,60.5,63.96,68.25,52.59,58.1,70.11,79.76,58.5,59.55,51.28,71.96000000000001,61.02
ENSMUSG00000001663_Gstt1,6,10.77,18.34,32.08,10.51,25.919999999999998,9.89,33.839999999999996,14.219999999999999,23.35,27.89,13.61,19.959999999999997,20.9,14.91,7.41,27.110000000000003,27.24,17.84,19.459999999999997,21.74,17.04,21.630000000000003
ENSMUSG00000001666_Ddt,167.76999999999998,177.89000000000001,177.86,165.86,145.29,118.29,113.16999999999999,176.55,137.97,139.15,167.81,198.87,150.08,191.55,203.23999999999998,129.12,145.9,164.55,130.79,144.23999999999998,141.20999999999998,131.6,160.44
ENSMUSG00000001674_Ddx18,21.779999999999998,33.18,19.610000000000003,25.939999999999998,26.71,43.97,34.39,25.47,28.17,32.77,34.86,39.87,48.720000000000006,41.08,35.97,21.88,36.18,31.45,43.349999999999994,52.21,31.47,37.6,51.260000000000005
ENSMUSG00000001687_Ubl3,69.07,53,58.03,49.13,39.71,63.690000000000005,61.620000000000005,48.449999999999996,41.2,41.11,22.52,57.64,65.6,65.94000000000001,35.06,47.2,71.94000000000001,56.32,76.16999999999999,73.01,55.04,43.02,61.220000000000006
ENSMUSG00000001700_Gramd3,3.36,0.9500000000000001,3.9299999999999997,3.54,0,5.2700000000000005,0.35,2.8,1.71,1.01,0,3.51,1.71,3.03,0.08,8.02,4.51,4.4,4.05,2.19,5.13,2.8699999999999997,1.21
ENSMUSG00000001707_Eef1e1,128.09,109.42,102.64,124.13,87.28,139.2,114.48,84.31,93.97,109.43,118.92,137.53,114.42,111.32,167.82000000000002,131.7,110.21000000000001,70.75,123.19,105.09,116.19,125.66999999999999,125.25
ENSMUSG00000001729_Akt1,23.4,32.46,15.75,22.37,12.57,28.12,26.45,36.96,14.17,31.35,30.88,21.959999999999997,34.58,42.14,16.52,35.86,37.220000000000006,34.28,34.849999999999994,36.83,32.839999999999996,19.57,20.59
ENSMUSG00000001751_Naglu,2.96,4.48,4.72,2.18,2.4099999999999997,1.83,5.48,2.4099999999999997,8.99,7.22,1.49,5.859999999999999,1.02,0.69,2.16,1.76,4.53,4.33,0.65,2.8699999999999997,2.9,0.93,0.8200000000000001
ENSMUSG00000001755_Coasy,10.78,10.209999999999999,4.55,8.29,16.08,23.99,12.11,14.58,12.75,6.92,12.88,15.99,10.59,10.48,19.939999999999998,7.91,16.610000000000003,7.5,21.419999999999998,10.219999999999999,9.43,8,18.22
ENSMUSG00000001763_Tspan33,9.639999999999999,2.3699999999999997,3.57,7.3,7.23,13.209999999999999,10.47,5,5.67,8.209999999999999,2.98,21.08,17.12,19.51,18.32,21.650000000000002,17.919999999999998,23.19,25.79,24.39,19.95,28.32,27.2
ENSMUSG00000001767_Crnkl1,11.93,9.9,3.19,4.35,9.729999999999999,1.96,10.139999999999999,0.73,10.44,3.48,4.73,8.61,14.51,11.360000000000001,13.7,9.11,13.99,13.38,23.38,13.17,22.58,20.479999999999997,22.02
ENSMUSG00000001768_Rin2,1.6,0.46,0.43000000000000005,1.55,2.55,4.2,0.9400000000000001,0.5700000000000001,0.2,0.8700000000000001,2.14,1.2,2.07,2.14,0.59,0.77,3.02,3.9499999999999997,3.27,0.59,1.42,1.4,2.06
ENSMUSG00000001773_Folh1,1.59,0,0,0,0,2.75,5.94,0,1.48,0,0.69,1.73,1.94,3.8699999999999997,2.32,0,0.7899999999999999,0.44,0.26,1.96,0.26,3.14,1.52
ENSMUSG00000001774_Chordc1,26.779999999999998,54.91,34.1,39.92,37.68,41.64,22.06,19.630000000000003,49.39,19.45,29.16,39.89,37.99,45.379999999999995,46.36,21.27,39.41,33.99,29.29,22.939999999999998,36.74,37.87,40.790000000000006
ENSMUSG00000001783_Rtcb,71.7,93.53,56.93,69.04,43.309999999999995,65.42,44.24,67.76,31.150000000000002,53.41,71.86999999999999,63.57,72.85,86.04,44.1,49.13,74.83,51.4,70.71000000000001,51.760000000000005,68.11999999999999,63.77,53.01
ENSMUSG00000001785_Pwp1,2.94,9.79,5.72,11.139999999999999,11.54,5.1,12.1,7.8,12.41,4.41,10.89,14.58,5.6499999999999995,5.1899999999999995,19.6,11.81,9.53,7.359999999999999,6.92,11.34,2.98,12.69,4.92
ENSMUSG00000001786_Fbxo7,17.330000000000002,9.77,9.82,11.98,6.28,11.41,13.92,7.96,7.37,17.330000000000002,4.1499999999999995,13.77,26.06,18.74,13.81,9.42,21.68,33.25,20.259999999999998,13.41,12.639999999999999,20.419999999999998,12.78
ENSMUSG00000001794_Capns1,92.64999999999999,100.72,83.33,85.04,102.96000000000001,86.5,64.01,109.02,108.24000000000001,114.86,85.88,64.67999999999999,59.64,34.190000000000005,62.17,69.88,62.98,56.379999999999995,68.61,75.38,76.22,61.92,85.03
ENSMUSG00000001802_Lrp3,25.56,29.330000000000002,19.01,16.18,20.3,24.21,8.739999999999998,29.08,14.4,13.25,18.919999999999998,17.310000000000002,20.47,9.79,9.67,12.3,17.93,13.62,12.25,19.69,21.41,18.21,20.12
ENSMUSG00000001829_Clpb,11.89,6.48,10.09,6.6499999999999995,4.39,28,11.6,14.639999999999999,7.33,10.8,28.03,13.93,20.9,4.85,7.22,11.78,12.29,11.08,14.51,9.11,9.2,12.01,9.19
ENSMUSG00000001833_Sept7,297.55,241.56,209.6,234.79,237.45000000000002,305.66,280.96,289.45,240.36,190.66,248.37,194.56,156.83,198.52,146.54,159.70999999999998,234.48000000000002,125.76,192,142.2,181.97,213.26,179.5
ENSMUSG00000001844_Zdhhc4,41.760000000000005,33.65,43.14,31.1,44.43,36.17,32.25,41.64,26.97,29.279999999999998,28.58,54.54,45.879999999999995,33.75,28.74,21.08,41.89,29.610000000000003,60.18,31.69,47.99,16.67,47.36
ENSMUSG00000001847_Rac1,126.34,119.83,136.18,113.97,95.61,96.02,143.97,134.26,144.26,87.74000000000001,151.86,139.94,159.07,102.81,71.67999999999999,144.15,193.73,112.23,139.3,110.9,136.23,101.22,94.35
ENSMUSG00000001855_Nup214,55.05,25.4,16.36,39.78,36.120000000000005,34.93,45.809999999999995,29.57,64,61.01,31.439999999999998,38.55,45.18,38.99,46.3,4.02,40.75,49.5,32.290000000000006,43.43,36.02,37.120000000000005,53.720000000000006
ENSMUSG00000001864_Aif1l,2.7,0.92,0.91,0.9500000000000001,0,0,5.84,12.2,0,4.8,3.62,0,3.8299999999999996,1.72,0,2.66,4.9,0,2.74,2.71,1.1300000000000001,4.46,0
ENSMUSG00000001891_Ugp2,23.77,17.91,26.99,16.759999999999998,13.59,19.04,36.82,33.33,13.739999999999998,8.97,28.919999999999998,19.06,23.959999999999997,32.230000000000004,16.5,36.96,23.64,12.18,26.99,17.73,25.62,31.610000000000003,18.62
ENSMUSG00000001909_Trmt1,59.37,36.11,29.39,42.55,50.01,38.43,53.87,16.2,47.949999999999996,85.78,63.33,47.57,30.419999999999998,30.07,34.05,59.290000000000006,52.89,64.43,50.17,54.49,61.660000000000004,74.08,54.230000000000004
ENSMUSG00000001910_Nacc1,2.06,3.11,2.46,1.84,1.86,3.92,1.1500000000000001,2.16,4.1499999999999995,3.4299999999999997,5.430000000000001,2.82,2.2800000000000002,2.36,2.98,2.61,2.8899999999999997,3.15,2.55,4.06,2.7800000000000002,3.11,3.36
